X axis;1VSC_Measurement_Control/idref;1VSC_Measurement_Control/iqref;1VSC_Measurement_Control/ppcc;1VSC_Measurement_Control/qpcc;p3/va_t;p5/va_t;
Time (s);;;;;;;

45.05E-3;383.87607107E-3;79.969771738E-3;376.98916362E-3;-551.15037121E-3;-19.959474149E3;-491.70662876E0;
45.1E-3;384.37607107E-3;79.395913719E-3;377.89409976E-3;-550.34905723E-3;-23.987769799E3;-5.0188890389E3;
45.15E-3;384.87607107E-3;78.823067912E-3;378.79903E-3;-549.54694145E-3;-28.014084361E3;-9.5472104392E3;
45.2E-3;385.37607107E-3;78.251234114E-3;379.7039463E-3;-548.74403195E-3;-32.037370665E3;-14.07552024E3;
45.25E-3;385.87607107E-3;77.680412119E-3;380.60884067E-3;-547.94033676E-3;-36.056581234E3;-18.602667219E3;
45.3E-3;386.37607107E-3;77.110601711E-3;381.51370521E-3;-547.13586387E-3;-40.070668557E3;-23.127499812E3;
45.35E-3;386.87607107E-3;76.54180267E-3;382.41853207E-3;-546.3306213E-3;-44.078585367E3;-27.648866413E3;
45.4E-3;387.37607107E-3;75.974014772E-3;383.32331347E-3;-545.524617E-3;-48.079284919E3;-32.165615665E3;
45.45E-3;387.87607107E-3;75.407237785E-3;384.22804167E-3;-544.71785892E-3;-52.071721259E3;-36.676596757E3;
45.5E-3;388.37607107E-3;74.841471471E-3;385.13270901E-3;-543.91035499E-3;-56.054849511E3;-41.18065972E3;
45.55E-3;388.87607107E-3;74.276715587E-3;386.0373079E-3;-543.10211312E-3;-60.027626142E3;-45.676655718E3;
45.6E-3;389.37607107E-3;73.712969884E-3;386.94183078E-3;-542.29314119E-3;-63.989009247E3;-50.163437349E3;
45.65E-3;389.87607107E-3;73.150234107E-3;387.84627019E-3;-541.48344706E-3;-67.93795882E3;-54.639858935E3;
45.7E-3;390.37607107E-3;72.588507997E-3;388.75061869E-3;-540.67303858E-3;-71.87343703E3;-59.104776819E3;
45.75E-3;390.87607107E-3;72.027791287E-3;389.65486893E-3;-539.86192356E-3;-75.7944085E3;-63.557049659E3;
45.8E-3;391.37607107E-3;71.468083705E-3;390.5590136E-3;-539.05010981E-3;-79.699840578E3;-67.995538718E3;
45.85E-3;391.87607107E-3;70.909384974E-3;391.46304547E-3;-538.2376051E-3;-83.588703613E3;-72.419108164E3;
45.9E-3;392.37607107E-3;70.351694811E-3;392.36695734E-3;-537.4244172E-3;-87.459971231E3;-76.826625355E3;
45.95E-3;392.87607107E-3;69.795012927E-3;393.27074209E-3;-536.61055384E-3;-91.312620603E3;-81.216961137E3;
46E-3;393.37607107E-3;69.239339029E-3;394.17439266E-3;-535.79602274E-3;-95.145632726E3;-85.588990131E3;
46.05E-3;393.87607107E-3;68.684672816E-3;395.07790204E-3;-534.98083158E-3;-98.957992687E3;-89.941591027E3;
46.1E-3;394.37607107E-3;68.131013984E-3;395.98126327E-3;-534.16498805E-3;-102.74868994E3;-94.27364687E3;
46.15E-3;394.87607107E-3;67.578362221E-3;396.88446946E-3;-533.3484998E-3;-106.51671857E3;-98.584045348E3;
46.2E-3;395.37607107E-3;67.026717212E-3;397.78751378E-3;-532.53137445E-3;-110.26107757E3;-102.87167909E3;
46.25E-3;395.87607107E-3;66.476078634E-3;398.69038943E-3;-531.71361963E-3;-113.98077111E3;-107.13544592E3;
46.3E-3;396.37607107E-3;65.926446162E-3;399.5930897E-3;-530.89524292E-3;-117.67480878E3;-111.37424921E3;
46.35E-3;396.87607107E-3;65.377819462E-3;400.49560792E-3;-530.07625188E-3;-121.3422059E3;-115.58699806E3;
46.4E-3;397.37607107E-3;64.830198197E-3;401.39793747E-3;-529.25665408E-3;-124.98198374E3;-119.7726077E3;
46.45E-3;397.87607107E-3;64.283582022E-3;402.30007179E-3;-528.43645704E-3;-128.59316982E3;-123.92999967E3;
46.5E-3;398.37607107E-3;63.737970591E-3;403.20200438E-3;-527.61566826E-3;-132.17479815E3;-128.05810215E3;
46.55E-3;398.87607107E-3;63.193363549E-3;404.1037288E-3;-526.79429522E-3;-135.72590948E3;-132.15585024E3;
46.6E-3;399.37607107E-3;62.649760537E-3;405.00523865E-3;-525.97234541E-3;-139.2455516E3;-136.22218621E3;
46.65E-3;399.87607107E-3;62.10716119E-3;405.90652759E-3;-525.14982626E-3;-142.73277955E3;-140.2560598E3;
46.7E-3;400.37607107E-3;61.565565139E-3;406.80758932E-3;-524.32674519E-3;-146.18665592E3;-144.25642848E3;
46.75E-3;400.87607107E-3;61.02497201E-3;407.70841763E-3;-523.50310961E-3;-149.60625105E3;-148.22225772E3;
46.8E-3;401.37607107E-3;60.485381421E-3;408.60900633E-3;-522.6789269E-3;-152.99064334E3;-152.15252127E3;
46.85E-3;401.87607107E-3;59.946792989E-3;409.50934929E-3;-521.85420442E-3;-156.33891947E3;-156.0462014E3;
46.9E-3;402.37607107E-3;59.409206322E-3;410.40944043E-3;-521.02894951E-3;-159.65017464E3;-159.90228922E3;
46.95E-3;402.87607107E-3;58.872621025E-3;411.30927374E-3;-520.20316951E-3;-162.92351283E3;-163.71978487E3;
47E-3;403.37607107E-3;58.337036698E-3;412.20884325E-3;-519.37687169E-3;-166.15804704E3;-167.49769784E3;
47.05E-3;403.87607107E-3;57.802452934E-3;413.10814303E-3;-518.55006335E-3;-169.35289955E3;-171.23504721E3;
47.1E-3;404.37607107E-3;57.268869324E-3;414.00716722E-3;-517.72275174E-3;-172.50720211E3;-174.93086188E3;
47.15E-3;404.87607107E-3;56.736285451E-3;414.90591E-3;-516.89494411E-3;-175.62009625E3;-178.58418087E3;
47.2E-3;405.37607107E-3;56.204700895E-3;415.80436561E-3;-516.06664766E-3;-178.69073344E3;-182.19405353E3;
47.25E-3;405.87607107E-3;55.67411523E-3;416.70252833E-3;-515.2378696E-3;-181.71827538E3;-185.75953983E3;
47.3E-3;406.37607107E-3;55.144528025E-3;417.6003925E-3;-514.40861709E-3;-184.70189419E3;-189.27971055E3;
47.35E-3;406.87607107E-3;54.615938845E-3;418.4979525E-3;-513.57889731E-3;-187.64077266E3;-192.75364759E3;
47.4E-3;407.37607107E-3;54.088347249E-3;419.39520276E-3;-512.74871738E-3;-190.53410448E3;-196.18044414E3;
47.45E-3;407.87607107E-3;53.561752791E-3;420.29213777E-3;-511.91808441E-3;-193.38109443E3;-199.55920499E3;
47.5E-3;408.37607107E-3;53.036155022E-3;421.18875207E-3;-511.08700551E-3;-196.18095864E3;-202.8890467E3;
47.55E-3;408.87607107E-3;52.511553485E-3;422.08504022E-3;-510.25548774E-3;-198.93292478E3;-206.16909788E3;
47.6E-3;409.37607107E-3;51.987947721E-3;422.98099687E-3;-509.42353816E-3;-201.63623228E3;-209.39849939E3;
47.65E-3;409.87607107E-3;51.465337266E-3;423.87661669E-3;-508.59116379E-3;-204.29013254E3;-212.57640459E3;
47.7E-3;410.37607107E-3;50.943721648E-3;424.7718944E-3;-507.75837166E-3;-206.89388914E3;-215.70197953E3;
47.75E-3;410.87607107E-3;50.423100395E-3;425.66682479E-3;-506.92516876E-3;-209.44677804E3;-218.77440321E3;
47.8E-3;411.37607107E-3;49.903473026E-3;426.56140266E-3;-506.09156205E-3;-211.94808779E3;-221.79286775E3;
47.85E-3;411.87607107E-3;49.384839059E-3;427.45562289E-3;-505.25755848E-3;-214.39711973E3;-224.75657866E3;
47.9E-3;412.37607107E-3;48.867198003E-3;428.3494804E-3;-504.42316499E-3;-216.79318816E3;-227.66475499E3;
47.95E-3;412.87607107E-3;48.350549367E-3;429.24297013E-3;-503.58838848E-3;-219.13562057E3;-230.51662958E3;
48E-3;413.37607107E-3;47.834892651E-3;430.13608711E-3;-502.75323585E-3;-221.42375779E3;-233.31144926E3;
48.05E-3;413.87607107E-3;47.320227354E-3;431.02882638E-3;-501.91771396E-3;-223.65695422E3;-236.04847501E3;
48.1E-3;414.37607107E-3;46.806552968E-3;431.92118305E-3;-501.08182966E-3;-225.83457797E3;-238.7269822E3;
48.15E-3;414.87607107E-3;46.293868981E-3;432.81315224E-3;-500.24558977E-3;-227.95601105E3;-241.34626078E3;
48.2E-3;415.37607107E-3;45.782174878E-3;433.70472917E-3;-499.40900112E-3;-230.02064955E3;-243.90561542E3;
48.25E-3;415.87607107E-3;45.271470136E-3;434.59590905E-3;-498.57207047E-3;-232.02790384E3;-246.40436578E3;
48.3E-3;416.37607107E-3;44.761754231E-3;435.48668718E-3;-497.7348046E-3;-233.97719866E3;-248.84184659E3;
48.35E-3;416.87607107E-3;44.253026633E-3;436.37705886E-3;-496.89721026E-3;-235.86797337E3;-251.21740791E3;
48.4E-3;417.37607107E-3;43.745286806E-3;437.26701947E-3;-496.05929417E-3;-237.69968206E3;-253.53041527E3;
48.45E-3;417.87607107E-3;43.238534213E-3;438.15656442E-3;-495.22106303E-3;-239.47179371E3;-255.78024983E3;
48.5E-3;418.37607107E-3;42.73276831E-3;439.04568917E-3;-494.38252353E-3;-241.18379237E3;-257.96630858E3;
48.55E-3;418.87607107E-3;42.227988548E-3;439.9343892E-3;-493.54368233E-3;-242.83517728E3;-260.08800447E3;
48.6E-3;419.37607107E-3;41.724194376E-3;440.82266007E-3;-492.70454609E-3;-244.42546302E3;-262.14476657E3;
48.65E-3;419.87607107E-3;41.221385238E-3;441.71049735E-3;-491.86512141E-3;-245.95417966E3;-264.13604023E3;
48.7E-3;420.37607107E-3;40.719560571E-3;442.59789668E-3;-491.02541491E-3;-247.42087291E3;-266.06128726E3;
48.75E-3;420.87607107E-3;40.218719811E-3;443.48485371E-3;-490.18543316E-3;-248.8251042E3;-267.91998602E3;
48.8E-3;421.37607107E-3;39.718862388E-3;444.37136416E-3;-489.34518274E-3;-250.16645088E3;-269.7116316E3;
48.85E-3;421.87607107E-3;39.219987729E-3;445.25742378E-3;-488.50467017E-3;-251.44450629E3;-271.43573593E3;
48.9E-3;422.37607107E-3;38.722095254E-3;446.14302837E-3;-487.66390199E-3;-252.6588799E3;-273.09182795E3;
48.95E-3;422.87607107E-3;38.225184382E-3;447.02817375E-3;-486.82288469E-3;-253.80919745E3;-274.67945371E3;
49E-3;423.37607107E-3;37.729254525E-3;447.91285581E-3;-485.98162475E-3;-254.89510101E3;-276.19817649E3;
49.05E-3;423.87607107E-3;37.234305093E-3;448.79707046E-3;-485.14012864E-3;-255.91624913E3;-277.64757694E3;
49.1E-3;424.37607107E-3;36.740335491E-3;449.68081366E-3;-484.2984028E-3;-256.87231693E3;-279.02725319E3;
49.15E-3;424.87607107E-3;36.247345119E-3;450.5640814E-3;-483.45645364E-3;-257.76299621E3;-280.33682095E3;
49.2E-3;425.37607107E-3;35.755333374E-3;451.44686972E-3;-482.61428756E-3;-258.58799552E3;-281.57591363E3;
49.25E-3;425.87607107E-3;35.264299648E-3;452.3291747E-3;-481.77191095E-3;-259.34704028E3;-282.74418241E3;
49.3E-3;426.37607107E-3;34.774243329E-3;453.21099246E-3;-480.92933016E-3;-260.03987284E3;-283.84129641E3;
49.35E-3;426.87607107E-3;34.285163802E-3;454.09231914E-3;-480.08655153E-3;-260.66625258E3;-284.86694269E3;
49.4E-3;427.37607107E-3;33.797060447E-3;454.97315095E-3;-479.24358138E-3;-261.225956E3;-285.8208264E3;
49.45E-3;427.87607107E-3;33.309932639E-3;455.85348411E-3;-478.400426E-3;-261.71877675E3;-286.70267087E3;
49.5E-3;428.37607107E-3;32.82377975E-3;456.73331491E-3;-477.55709168E-3;-262.14452574E3;-287.51221763E3;
49.55E-3;428.87607107E-3;32.33860115E-3;457.61263964E-3;-476.71358467E-3;-262.50303119E3;-288.24922653E3;
49.6E-3;429.37607107E-3;31.854396201E-3;458.49145465E-3;-475.8699112E-3;-262.79413868E3;-288.91347583E3;
49.65E-3;429.87607107E-3;31.371164263E-3;459.36975635E-3;-475.0260775E-3;-263.01771122E3;-289.50476219E3;
49.7E-3;430.37607107E-3;30.888904693E-3;460.24754113E-3;-474.18208976E-3;-263.1736293E3;-290.02290081E3;
49.75E-3;430.87607107E-3;30.407616843E-3;461.12480548E-3;-473.33795416E-3;-263.26179091E3;-290.46772545E3;
49.8E-3;431.37607107E-3;29.927300061E-3;462.00154588E-3;-472.49367684E-3;-263.28211163E3;-290.83908845E3;
49.85E-3;431.87607107E-3;29.447953691E-3;462.87775886E-3;-471.64926395E-3;-263.23452462E3;-291.13686085E3;
49.9E-3;432.37607107E-3;28.969577074E-3;463.75344101E-3;-470.80472161E-3;-263.11898067E3;-291.36093237E3;
49.95E-3;432.87607107E-3;28.492169545E-3;464.62858893E-3;-469.9600559E-3;-262.93544825E3;-291.51121146E3;
50E-3;433.37607107E-3;28.015730439E-3;465.50319927E-3;-469.1152729E-3;-262.68391348E3;-291.58762535E3;
50.05E-3;433.87607107E-3;27.540259084E-3;466.37726869E-3;-468.27037867E-3;-262.36438021E3;-291.59012006E3;
50.1E-3;434.37607107E-3;27.065754804E-3;467.25079393E-3;-467.42537923E-3;-261.97686998E3;-291.51866043E3;
50.15E-3;434.87607107E-3;26.592216922E-3;468.12377173E-3;-466.58028061E-3;-261.52142208E3;-291.37323012E3;
50.2E-3;435.37607107E-3;26.119644755E-3;468.99619887E-3;-465.73508879E-3;-260.99809349E3;-291.15383167E3;
50.25E-3;435.87607107E-3;25.648037617E-3;469.86807219E-3;-464.88980975E-3;-260.40695895E3;-290.86048644E3;
50.3E-3;436.37607107E-3;25.177394817E-3;470.73938853E-3;-464.04444945E-3;-259.7481109E3;-290.49323466E3;
50.35E-3;436.87607107E-3;24.707715663E-3;471.61014479E-3;-463.19901381E-3;-259.02165951E3;-290.05213542E3;
50.4E-3;437.37607107E-3;24.238999457E-3;472.48033789E-3;-462.35350875E-3;-258.22773264E3;-289.53726666E3;
50.45E-3;437.87607107E-3;23.771245498E-3;473.34996479E-3;-461.50794015E-3;-257.36647583E3;-288.94872515E3;
50.5E-3;438.37607107E-3;23.304453082E-3;474.21902249E-3;-460.6623139E-3;-256.43805226E3;-288.28662647E3;
50.55E-3;438.87607107E-3;22.8386215E-3;475.08750802E-3;-459.81663584E-3;-255.44264275E3;-287.55110502E3;
50.6E-3;439.37607107E-3;22.373750041E-3;475.95541843E-3;-458.97091181E-3;-254.38044573E3;-286.74231397E3;
50.65E-3;439.87607107E-3;21.909837989E-3;476.82275082E-3;-458.12514761E-3;-253.25167715E3;-285.86042521E3;
50.7E-3;440.37607107E-3;21.446884625E-3;477.68950232E-3;-457.27934904E-3;-252.0565705E3;-284.90562935E3;
50.75E-3;440.87607107E-3;20.984889228E-3;478.55567009E-3;-456.43352187E-3;-250.79537674E3;-283.87813568E3;
50.8E-3;441.37607107E-3;20.523851071E-3;479.42125132E-3;-455.58767185E-3;-249.46836422E3;-282.77817208E3;
50.85E-3;441.87607107E-3;20.063769424E-3;480.28624324E-3;-454.74180471E-3;-248.07581866E3;-281.60598501E3;
50.9E-3;442.37607107E-3;19.604643555E-3;481.1506431E-3;-453.89592617E-3;-246.6180431E3;-280.36183947E3;
50.95E-3;442.87607107E-3;19.146472726E-3;482.0144482E-3;-453.0500419E-3;-245.09535777E3;-279.04601887E3;
51E-3;443.37607107E-3;18.6892562E-3;482.87765586E-3;-452.20415759E-3;-243.5081001E3;-277.65882504E3;
51.05E-3;443.87607107E-3;18.232993231E-3;483.74026343E-3;-451.35827887E-3;-241.85662459E3;-276.20057811E3;
51.1E-3;444.37607107E-3;17.777683073E-3;484.60226829E-3;-450.51241139E-3;-240.14130274E3;-274.67161648E3;
51.15E-3;444.87607107E-3;17.323324976E-3;485.46366787E-3;-449.66656076E-3;-238.362523E3;-273.0722967E3;
51.2E-3;445.37607107E-3;16.869918188E-3;486.32445961E-3;-448.82073255E-3;-236.52069064E3;-271.40299341E3;
51.25E-3;445.87607107E-3;16.41746195E-3;487.18464098E-3;-447.97493235E-3;-234.61622767E3;-269.66409924E3;
51.3E-3;446.37607107E-3;15.965955502E-3;488.0442095E-3;-447.12916569E-3;-232.64957276E3;-267.85602473E3;
51.35E-3;446.87607107E-3;15.515398082E-3;488.90316271E-3;-446.28343812E-3;-230.6211811E3;-265.97919821E3;
51.4E-3;447.37607107E-3;15.065788923E-3;489.76149818E-3;-445.43775514E-3;-228.53152436E3;-264.03406575E3;
51.45E-3;447.87607107E-3;14.617127253E-3;490.6192135E-3;-444.59212224E-3;-226.3810905E3;-262.02109096E3;
51.5E-3;448.37607107E-3;14.169412301E-3;491.4763063E-3;-443.74654488E-3;-224.17038371E3;-259.940755E3;
51.55E-3;448.87607107E-3;13.72264329E-3;492.33277425E-3;-442.90102853E-3;-221.89992427E3;-257.79355634E3;
51.6E-3;449.37607107E-3;13.276819439E-3;493.18861503E-3;-442.0555786E-3;-219.57024843E3;-255.58001074E3;
51.65E-3;449.87607107E-3;12.831939966E-3;494.04382636E-3;-441.21020051E-3;-217.1819083E3;-253.30065107E3;
51.7E-3;450.37607107E-3;12.388004085E-3;494.89840599E-3;-440.36489965E-3;-214.73547166E3;-250.9560272E3;
51.75E-3;450.87607107E-3;11.945011006E-3;495.75235169E-3;-439.51968138E-3;-212.23152191E3;-248.54670585E3;
51.8E-3;451.37607107E-3;11.502959937E-3;496.60566127E-3;-438.67455105E-3;-209.67065786E3;-246.07327048E3;
51.85E-3;451.87607107E-3;11.061850083E-3;497.45833255E-3;-437.829514E-3;-207.0534936E3;-243.53632113E3;
51.9E-3;452.37607107E-3;10.621680644E-3;498.31036341E-3;-436.98457553E-3;-204.38065838E3;-240.93647426E3;
51.95E-3;452.87607107E-3;10.182450818E-3;499.16175173E-3;-436.13974094E-3;-201.65279644E3;-238.27436263E3;
52E-3;453.37607107E-3;9.7441598022E-3;500.01249542E-3;-435.29501548E-3;-198.87056683E3;-235.55063514E3;
52.05E-3;453.87607107E-3;9.306806787E-3;500.86259244E-3;-434.45040442E-3;-196.03464328E3;-232.76595663E3;
52.1E-3;454.37607107E-3;8.870390962E-3;501.71204075E-3;-433.60591297E-3;-193.14571402E3;-229.92100776E3;
52.15E-3;454.87607107E-3;8.434911513E-3;502.56083835E-3;-432.76154636E-3;-190.20448163E3;-227.01648484E3;
52.2E-3;455.37607107E-3;8.0003676232E-3;503.40898328E-3;-431.91730976E-3;-187.21166284E3;-224.05309965E3;
52.25E-3;455.87607107E-3;7.5667584727E-3;504.25647358E-3;-431.07320836E-3;-184.16798837E3;-221.03157923E3;
52.3E-3;456.37607107E-3;7.1340832383E-3;505.10330734E-3;-430.22924729E-3;-181.07420273E3;-217.95266578E3;
52.35E-3;456.87607107E-3;6.7023410944E-3;505.94948266E-3;-429.3854317E-3;-177.93106409E3;-214.81711638E3;
52.4E-3;457.37607107E-3;6.2715312121E-3;506.79499768E-3;-428.54176668E-3;-174.73934402E3;-211.62570289E3;
52.45E-3;457.87607107E-3;5.8416527598E-3;507.63985056E-3;-427.69825733E-3;-171.49982734E3;-208.3792117E3;
52.5E-3;458.37607107E-3;5.4127049027E-3;508.48403948E-3;-426.85490872E-3;-168.21331192E3;-205.07844357E3;
52.55E-3;458.87607107E-3;4.9846868035E-3;509.32756265E-3;-426.0117259E-3;-164.88060848E3;-201.7242134E3;
52.6E-3;459.37607107E-3;4.5575976218E-3;510.17041832E-3;-425.16871391E-3;-161.5025404E3;-198.31735005E3;
52.65E-3;459.87607107E-3;4.1314365145E-3;511.01260475E-3;-424.32587774E-3;-158.07994347E3;-194.85869614E3;
52.7E-3;460.37607107E-3;3.7062026356E-3;511.85412022E-3;-423.4832224E-3;-154.61366573E3;-191.3491078E3;
52.75E-3;460.87607107E-3;3.2818951362E-3;512.69496305E-3;-422.64075286E-3;-151.10456724E3;-187.78945451E3;
52.8E-3;461.37607107E-3;2.8585131649E-3;513.53513158E-3;-421.79847406E-3;-147.55351985E3;-184.18061885E3;
52.85E-3;461.87607107E-3;2.4360558673E-3;514.37462418E-3;-420.95639094E-3;-143.96140703E3;-180.52349629E3;
52.9E-3;462.37607107E-3;2.0145223862E-3;515.21343922E-3;-420.11450841E-3;-140.32912356E3;-176.81899495E3;
52.95E-3;462.87607107E-3;1.5939118619E-3;516.05157513E-3;-419.27283137E-3;-136.65757541E3;-173.0680354E3;
53E-3;463.37607107E-3;1.1742234319E-3;516.88903035E-3;-418.43136468E-3;-132.94767941E3;-169.27155042E3;
53.05E-3;463.87607107E-3;755.45623086E-6;517.72580332E-3;-417.59011321E-3;-129.2003631E3;-165.43048474E3;
53.1E-3;464.37607107E-3;337.60939091E-6;518.56189255E-3;-416.74908178E-3;-125.41656446E3;-161.54579486E3;
53.15E-3;464.87607107E-3;-79.317958521E-6;519.39729654E-3;-415.9082752E-3;-121.59723166E3;-157.61844875E3;
53.2E-3;465.37607107E-3;-495.32669066E-6;520.23201381E-3;-415.06769828E-3;-117.74332285E3;-153.64942565E3;
53.25E-3;465.87607107E-3;-910.41768135E-6;521.06604294E-3;-414.22735579E-3;-113.85580589E3;-149.63971579E3;
53.3E-3;466.37607107E-3;-1.324591809E-3;521.8993825E-3;-413.38725248E-3;-109.93565813E3;-145.59032017E3;
53.35E-3;466.87607107E-3;-1.7378499548E-3;522.73203109E-3;-412.54739308E-3;-105.98386614E3;-141.50225031E3;
53.4E-3;467.37607107E-3;-2.1501930022E-3;523.56398733E-3;-411.70778232E-3;-102.00142547E3;-137.37652797E3;
53.45E-3;467.87607107E-3;-2.5616218376E-3;524.39524989E-3;-410.86842489E-3;-97.989340405E3;-133.2141849E3;
53.5E-3;468.37607107E-3;-2.9721373495E-3;525.22581743E-3;-410.02932547E-3;-93.948623679E3;-129.01626261E3;
53.55E-3;468.87607107E-3;-3.3817404292E-3;526.05568863E-3;-409.19048872E-3;-89.88029625E3;-124.78381206E3;
53.6E-3;469.37607107E-3;-3.7904319706E-3;526.88486223E-3;-408.35191926E-3;-85.785387024E3;-120.51789344E3;
53.65E-3;469.87607107E-3;-4.1982128698E-3;527.71333696E-3;-407.51362173E-3;-81.664932592E3;-116.21957587E3;
53.7E-3;470.37607107E-3;-4.6050840256E-3;528.54111159E-3;-406.67560072E-3;-77.519976971E3;-111.88993716E3;
53.75E-3;470.87607107E-3;-5.0110463392E-3;529.36818488E-3;-405.83786081E-3;-73.351571328E3;-107.53006349E3;
53.8E-3;471.37607107E-3;-5.4161007141E-3;530.19455565E-3;-405.00040656E-3;-69.160773722E3;-103.1410492E3;
53.85E-3;471.87607107E-3;-5.8202480564E-3;531.02022273E-3;-404.16324251E-3;-64.948648821E3;-98.723996475E3;
53.9E-3;472.37607107E-3;-6.2234892746E-3;531.84518496E-3;-403.32637318E-3;-60.71626764E3;-94.28001506E3;
53.95E-3;472.87607107E-3;-6.6258252795E-3;532.66944122E-3;-402.48980308E-3;-56.464707258E3;-89.810222002E3;
54E-3;473.37607107E-3;-7.0272569842E-3;533.49299038E-3;-401.65353669E-3;-52.195050546E3;-85.315741355E3;
54.05E-3;473.87607107E-3;-7.4277853045E-3;534.31583137E-3;-400.81757847E-3;-47.908385885E3;-80.797703901E3;
54.1E-3;474.37607107E-3;-7.827411158E-3;535.13796311E-3;-399.98193286E-3;-43.605806889E3;-76.25724686E3;
54.15E-3;474.87607107E-3;-8.2261354652E-3;535.95938456E-3;-399.1466043E-3;-39.288412124E3;-71.695513605E3;
54.2E-3;475.37607107E-3;-8.6239591484E-3;536.78009469E-3;-398.31159718E-3;-34.957304822E3;-67.11365337E3;
54.25E-3;475.87607107E-3;-9.0208831326E-3;537.6000925E-3;-397.47691589E-3;-30.613592597E3;-62.51282096E3;
54.3E-3;476.37607107E-3;-9.4169083447E-3;538.41937699E-3;-396.64256481E-3;-26.258387163E3;-57.894176461E3;
54.35E-3;476.87607107E-3;-9.8120357142E-3;539.23794721E-3;-395.80854827E-3;-21.892804043E3;-53.258884939E3;
54.4E-3;477.37607107E-3;-10.206266173E-3;540.0558022E-3;-394.97487061E-3;-17.51796228E3;-48.608116154E3;
54.45E-3;477.87607107E-3;-10.599600654E-3;540.87294104E-3;-394.14153614E-3;-13.134984155E3;-43.943044254E3;
54.5E-3;478.37607107E-3;-10.992040094E-3;541.68936282E-3;-393.30854914E-3;-8.7449948857E3;-39.264847483E3;
54.55E-3;478.87607107E-3;-11.383585431E-3;542.50506666E-3;-392.47591389E-3;-4.3491223452E3;-34.57470788E3;
54.6E-3;479.37607107E-3;-11.774237605E-3;543.32005169E-3;-391.64363465E-3;51.503236028E0;-29.873810977E3;
54.65E-3;479.87607107E-3;-12.163997559E-3;544.13431705E-3;-390.81171564E-3;4.4557495612E3;-25.163345502E3;
54.7E-3;480.37607107E-3;-12.552866238E-3;544.94786192E-3;-389.98016108E-3;8.862482561E3;-20.444503071E3;
54.75E-3;480.87607107E-3;-12.940844588E-3;545.7606855E-3;-389.14897517E-3;13.270566688E3;-15.718477892E3;
54.8E-3;481.37607107E-3;-13.327933558E-3;546.57278697E-3;-388.31816207E-3;17.678865212E3;-10.986466456E3;
54.85E-3;481.87607107E-3;-13.7141341E-3;547.38416558E-3;-387.48772596E-3;22.086240514E3;-6.2496672322E3;
54.9E-3;482.37607107E-3;-14.099447166E-3;548.19482057E-3;-386.65767096E-3;26.491554384E3;-1.5092803678E3;
54.95E-3;482.87607107E-3;-14.483873712E-3;549.0047512E-3;-385.8280012E-3;30.893668315E3;3.2334926219E3;
55E-3;483.37607107E-3;-14.867414694E-3;549.81395676E-3;-384.99872077E-3;35.291443804E3;7.977449158E3;
55.05E-3;483.87607107E-3;-15.250071072E-3;550.62243653E-3;-384.16983377E-3;39.68374264E3;12.721385904E3;
55.1E-3;484.37607107E-3;-15.631843807E-3;551.43018985E-3;-383.34134425E-3;44.06942721E3;17.464099075E3;
55.15E-3;484.87607107E-3;-16.012733863E-3;552.23721605E-3;-382.51325625E-3;48.44736079E3;22.204384739E3;
55.2E-3;485.37607107E-3;-16.392742205E-3;553.04351448E-3;-381.68557381E-3;52.816407844E3;26.941039131E3;
55.25E-3;485.87607107E-3;-16.771869799E-3;553.84908451E-3;-380.85830092E-3;57.17543432E3;31.672858954E3;
55.3E-3;486.37607107E-3;-17.150117615E-3;554.65392552E-3;-380.03144158E-3;61.523307946E3;36.398641692E3;
55.35E-3;486.87607107E-3;-17.527486625E-3;555.45803694E-3;-379.20499976E-3;65.858898526E3;41.117185911E3;
55.4E-3;487.37607107E-3;-17.9039778E-3;556.26141817E-3;-378.3789794E-3;70.181078236E3;45.827291568E3;
55.45E-3;487.87607107E-3;-18.279592116E-3;557.06406866E-3;-377.55338444E-3;74.488721922E3;50.527760322E3;
55.5E-3;488.37607107E-3;-18.65433055E-3;557.86598786E-3;-376.72821879E-3;78.780707388E3;55.217395832E3;
55.55E-3;488.87607107E-3;-19.028194081E-3;558.66717526E-3;-375.90348635E-3;83.055915697E3;59.895004069E3;
55.6E-3;489.37607107E-3;-19.401183688E-3;559.46763033E-3;-375.07919099E-3;87.313231462E3;64.55939362E3;
55.65E-3;489.87607107E-3;-19.773300354E-3;560.26735259E-3;-374.25533656E-3;91.551543137E3;69.209375992E3;
55.7E-3;490.37607107E-3;-20.144545064E-3;561.06634156E-3;-373.43192692E-3;95.769743311E3;73.843765914E3;
55.75E-3;490.87607107E-3;-20.514918804E-3;561.86459677E-3;-372.60896587E-3;99.966728999E3;78.461381646E3;
55.8E-3;491.37607107E-3;-20.88442256E-3;562.66211779E-3;-371.78645722E-3;104.14140193E3;83.061045277E3;
55.85E-3;491.87607107E-3;-21.253057324E-3;563.45890418E-3;-370.96440476E-3;108.29266884E3;87.641583025E3;
55.9E-3;492.37607107E-3;-21.620824086E-3;564.25495553E-3;-370.14281224E-3;112.41944176E3;92.201825546E3;
55.95E-3;492.87607107E-3;-21.987723839E-3;565.05027145E-3;-369.32168342E-3;116.52063829E3;96.740608223E3;
56E-3;493.37607107E-3;-22.353757578E-3;565.84485155E-3;-368.50102202E-3;120.59518189E3;101.25677147E3;
