"time","InjectorGFL.PGenPu","InjectorGFL.QGenPu","InjectorGFL.UConvPu","InjectorGFL.UPccPu"
0.449,0.83333329640839,0.03915025532438906,0.9987804438853104,1.00000262123257
0.45,0.8333332966532591,0.03915025535640517,0.9987804438925694,1.000002621228772
0.451,0.8333332968981281,0.03915025538842136,0.9987804438998285,1.000002621224975
0.452,0.8333332971429969,0.03915025542043744,0.9987804439070874,1.000002621221178
0.453,0.8333332973878659,0.03915025545245355,0.9987804439143465,1.00000262121738
0.454,0.8333332976327348,0.03915025548446967,0.9987804439216055,1.000002621213583
0.455,0.8333332978776037,0.0391502555164858,0.9987804439288647,1.000002621209785
0.456,0.8333332981224724,0.0391502555485019,0.9987804439361238,1.000002621205988
0.457,0.8333332983673416,0.03915025558051807,0.9987804439433828,1.000002621202191
0.458,0.8333332986122105,0.03915025561253421,0.9987804439506418,1.000002621198393
0.459,0.8333332988570794,0.03915025564455028,0.998780443957901,1.000002621194596
0.46,0.8333332991019484,0.03915025567656646,0.99878044396516,1.000002621190799
0.461,0.8333332993468171,0.03915025570858254,0.9987804439724189,1.000002621187001
0.462,0.8333332995916863,0.03915025574059875,0.998780443979678,1.000002621183204
0.463,0.8333332998365549,0.03915025577261478,0.9987804439869372,1.000002621179406
0.464,0.8333333000814238,0.03915025580463091,0.9987804439941962,1.000002621175609
0.465,0.8333333003262932,0.03915025583664709,0.9987804440014553,1.000002621171812
0.466,0.8333333005711618,0.03915025586866318,0.9987804440087144,1.000002621168014
0.467,0.8333333008160304,0.03915025590067926,0.9987804440159732,1.000002621164217
0.468,0.8333333010608996,0.03915025593269549,0.9987804440232323,1.00000262116042
0.469,0.8333333013057685,0.03915025596471161,0.9987804440304913,1.000002621156622
0.47,0.8333333015506372,0.03915025599672764,0.9987804440377505,1.000002621152825
0.471,0.8333333017955067,0.03915025602874385,0.9987804440450095,1.000002621149027
0.472,0.8333333020403754,0.03915025606075996,0.9987804440522686,1.00000262114523
0.473,0.8333333022852443,0.03915025609277607,0.9987804440595277,1.000002621141433
0.474,0.8333333025301133,0.03915025612479219,0.9987804440667868,1.000002621137635
0.475,0.8333333027749822,0.03915025615680832,0.9987804440740458,1.000002621133838
0.476,0.8333333030198509,0.03915025618882442,0.9987804440813048,1.000002621130041
0.477,0.8333333032647199,0.0391502562208406,0.9987804440885638,1.000002621126243
0.478,0.8333333035095888,0.03915025625285668,0.9987804440958229,1.000002621122446
0.479,0.8333333037544579,0.03915025628487282,0.998780444103082,1.000002621118648
0.48,0.8333333039993269,0.03915025631688894,0.9987804441103411,1.000002621114851
0.481,0.8333333042441958,0.03915025634890508,0.9987804441176001,1.000002621111054
0.482,0.8333333044890645,0.03915025638092122,0.9987804441248591,1.000002621107256
0.483,0.8333333047339334,0.0391502564129373,0.9987804441321182,1.000002621103459
0.484,0.8333333049788023,0.03915025644495341,0.9987804441393773,1.000002621099662
0.485,0.8333333052236711,0.03915025647696956,0.9987804441466362,1.000002621095864
0.486,0.8333333054685402,0.03915025650898569,0.9987804441538952,1.000002621092067
0.487,0.8333333057134091,0.03915025654100181,0.9987804441611544,1.000002621088269
0.488,0.8333333059582779,0.03915025657301795,0.9987804441684134,1.000002621084472
0.489,0.8333333062031468,0.03915025660503407,0.9987804441756725,1.000002621080675
0.49,0.833333306448016,0.03915025663705024,0.9987804441829315,1.000002621076877
0.491,0.8333333066928846,0.03915025666906635,0.9987804441901906,1.00000262107308
0.492,0.8333333069377536,0.03915025670108242,0.9987804441974496,1.000002621069282
0.493,0.8333333071826228,0.03915025673309859,0.9987804442047088,1.000002621065485
0.494,0.8333333074274915,0.03915025676511467,0.9987804442119678,1.000002621061688
0.495,0.8333333076723605,0.03915025679713079,0.9987804442192268,1.00000262105789
0.496,0.8333333079172294,0.03915025682914695,0.9987804442264859,1.000002621054093
0.497,0.8333333081620983,0.03915025686116308,0.998780444233745,1.000002621050295
0.498,0.833333308292575,0.03915025687797977,0.9987804442375212,1.000002621048214
0.499,0.8333333083500255,0.0391502568850935,0.9987804442390742,1.000002621047228
0.5,0.8333333084074755,0.03915025689220709,0.9987804442406271,1.000002621046242
0.5000000001500053,0.8333333084074755,0.03915025689220707,0.9987804442406271,1.000002621046242
0.5000000001500053,9.306162568298761e-17,7.218664459915313e-18,0.1277111814428775,1.118863022827952e-16
0.501,0,0,0.128395409254839,0
0.502,-1.009704722349442e-35,6.536758987077644e-34,0.1299111333641393,7.703719777548943e-34
0.503,-2.033683163317598e-35,3.312876466594422e-34,0.1319119347386987,3.851859888774472e-34
